artist,artist_id,track,track_duration(s),composer,audio_path,youtube_links,audio_duration,composition_id,audio_new_path,midi_path,album,album_date,split,score_path
Wilhelm Kempff,28.0,"Kinderszenen, Op. 15: No. 3 Hasche-Mann",35.84,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/3._Hasche-Mann/34.mp3",https://www.youtube.com/watch?v=XVQF5cfACLU,35.0,195,"Robert_Schumann/Kinderszenen,_Op._15/3._Hasche-Mann/00686.mp3","Robert_Schumann/Kinderszenen,_Op._15/3._Hasche-Mann/00686.mid",Concerto pour piano - Scènes d'enfants - Carnaval,2005-01-01,train,
Vladimir Ashkenazy,6.0,"Kinderszenen, Op. 15: 2. Kuriöse Geschichte",58.773,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/2._Kuriöse_Geschichte/19.mp3",https://www.youtube.com/watch?v=erRyqfvGckw,58.0,196,"Robert_Schumann/Kinderszenen,_Op._15/2._Kuriöse_Geschichte/00700.mp3","Robert_Schumann/Kinderszenen,_Op._15/2._Kuriöse_Geschichte/00700.mid",Schumann: Piano Works Vol. 3,1988-09-01,train,
Wilhelm Kempff,28.0,"Kinderszenen, Op. 15: No. 2 Kuriose Geschichte",61.16,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/2._Kuriöse_Geschichte/39.mp3",https://www.youtube.com/watch?v=X9yNEpfL1zI,61.0,196,"Robert_Schumann/Kinderszenen,_Op._15/2._Kuriöse_Geschichte/00713.mp3","Robert_Schumann/Kinderszenen,_Op._15/2._Kuriöse_Geschichte/00713.mid",Concerto pour piano - Scènes d'enfants - Carnaval,2005-01-01,train,
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: No. 2, Kuriose Geschichte",73.266,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/2._Kuriöse_Geschichte/6.mp3",https://www.youtube.com/watch?v=hFuiaFIU7Lw,74.0,196,"Robert_Schumann/Kinderszenen,_Op._15/2._Kuriöse_Geschichte/00695.mp3","Robert_Schumann/Kinderszenen,_Op._15/2._Kuriöse_Geschichte/00695.mid","Vladimir Horowitz in Recital at the Royal Festival Hall, London, May 22, 1982",1983,train,
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: II. Kuriose Geschichte",67.933,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/2._Kuriöse_Geschichte/15.mp3",https://www.youtube.com/watch?v=k7OUT7DWge0,68.0,196,"Robert_Schumann/Kinderszenen,_Op._15/2._Kuriöse_Geschichte/00697.mp3","Robert_Schumann/Kinderszenen,_Op._15/2._Kuriöse_Geschichte/00697.mid",The Original Jacket Collection- Vladimir Horowitz,1928,train,
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: II. Kuriose Geschichte",65.666,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/2._Kuriöse_Geschichte/4.mp3",https://www.youtube.com/watch?v=rj5Y8WwJoyo,66.0,196,"Robert_Schumann/Kinderszenen,_Op._15/2._Kuriöse_Geschichte/00691.mp3","Robert_Schumann/Kinderszenen,_Op._15/2._Kuriöse_Geschichte/00691.mid",Horowitz the Poet,1991-01-01,train,
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: No. 8, Am Kamin",80.84,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/8._Am_Kamin/6.mp3",https://www.youtube.com/watch?v=-JYTvVVK4_4,81.0,198,"Robert_Schumann/Kinderszenen,_Op._15/8._Am_Kamin/00747.mp3","Robert_Schumann/Kinderszenen,_Op._15/8._Am_Kamin/00747.mid","Vladimir Horowitz in Recital at the Royal Festival Hall, London, May 22, 1982",1983,train,
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: VIII. Am Kamin",66.773,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/8._Am_Kamin/14.mp3",https://www.youtube.com/watch?v=Q6OIasN6KSw,67.0,198,"Robert_Schumann/Kinderszenen,_Op._15/8._Am_Kamin/00749.mp3","Robert_Schumann/Kinderszenen,_Op._15/8._Am_Kamin/00749.mid",The Original Jacket Collection- Vladimir Horowitz,1928,train,
Daniel Barenboim,9.0,"Kinderszenen, Op.15: 8. Am Kamin",50.16,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/8._Am_Kamin/27.mp3",https://www.youtube.com/watch?v=5hQSaZDMYjw,50.0,198,"Robert_Schumann/Kinderszenen,_Op._15/8._Am_Kamin/00754.mp3","Robert_Schumann/Kinderszenen,_Op._15/8._Am_Kamin/00754.mid",Schumann: Kinderszenen op.15 / Faschingsschwank op.26 / Carnaval op.9,1991-01-01,train,
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: VIII. Am Kamin",79.133,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/8._Am_Kamin/4.mp3",https://www.youtube.com/watch?v=PPn39RfXum8,80.0,198,"Robert_Schumann/Kinderszenen,_Op._15/8._Am_Kamin/00743.mp3","Robert_Schumann/Kinderszenen,_Op._15/8._Am_Kamin/00743.mid",Horowitz the Poet,1991-01-01,train,
Wilhelm Kempff,28.0,"Kinderszenen, Op. 15: No. 10 Fast zu ernst",100.0,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/10._Fast_zu_ernst/36.mp3",https://www.youtube.com/watch?v=1aulvoAIujU,99.0,200,"Robert_Schumann/Kinderszenen,_Op._15/10._Fast_zu_ernst/00799.mp3","Robert_Schumann/Kinderszenen,_Op._15/10._Fast_zu_ernst/00799.mid",Concerto pour piano - Scènes d'enfants - Carnaval,2005-01-01,train,
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: X. Fast zu ernst",89.506,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/10._Fast_zu_ernst/4.mp3",https://www.youtube.com/watch?v=eicsB37h42w,89.0,200,"Robert_Schumann/Kinderszenen,_Op._15/10._Fast_zu_ernst/00783.mp3","Robert_Schumann/Kinderszenen,_Op._15/10._Fast_zu_ernst/00783.mid",Horowitz the Poet,1991-01-01,train,
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: X. Fast zu ernst",99.666,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/10._Fast_zu_ernst/14.mp3",https://www.youtube.com/watch?v=L3MQFA8a1jY,100.0,200,"Robert_Schumann/Kinderszenen,_Op._15/10._Fast_zu_ernst/00786.mp3","Robert_Schumann/Kinderszenen,_Op._15/10._Fast_zu_ernst/00786.mid",The Original Jacket Collection- Vladimir Horowitz,1928,train,
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: No. 10, Fast zu ernst",104.56,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/10._Fast_zu_ernst/6.mp3",https://www.youtube.com/watch?v=YvUQjjzsHzc,105.0,200,"Robert_Schumann/Kinderszenen,_Op._15/10._Fast_zu_ernst/00784.mp3","Robert_Schumann/Kinderszenen,_Op._15/10._Fast_zu_ernst/00784.mid","Vladimir Horowitz in Recital at the Royal Festival Hall, London, May 22, 1982",1983,train,
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: I. Von fremden Ländern und Menschen",88.89299999999999,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/1._Von_fremden_Ländern_und_Menschen/17.mp3",https://www.youtube.com/watch?v=Wu-Jv3tWOjA,89.0,201,"Robert_Schumann/Kinderszenen,_Op._15/1._Von_fremden_Ländern_und_Menschen/00811.mp3","Robert_Schumann/Kinderszenen,_Op._15/1._Von_fremden_Ländern_und_Menschen/00811.mid",The Original Jacket Collection- Vladimir Horowitz,1928,train,
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: No. 1, Von fremden Ländern und Menschen",91.68,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/1._Von_fremden_Ländern_und_Menschen/7.mp3",https://www.youtube.com/watch?v=USeHTrGAEkg,92.0,201,"Robert_Schumann/Kinderszenen,_Op._15/1._Von_fremden_Ländern_und_Menschen/00808.mp3","Robert_Schumann/Kinderszenen,_Op._15/1._Von_fremden_Ländern_und_Menschen/00808.mid","Vladimir Horowitz in Recital at the Royal Festival Hall, London, May 22, 1982",1983,train,
Alfred Brendel,19.0,"Kinderszenen, Op. 15: 7. Träumerei",150.6,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/7._Träumerei/76.mp3",https://www.youtube.com/watch?v=hw1Jp9zDKeA,150.0,202,"Robert_Schumann/Kinderszenen,_Op._15/7._Träumerei/00871.mp3","Robert_Schumann/Kinderszenen,_Op._15/7._Träumerei/00871.mid",Schumann: Kreisleriana; Kinderszenen; Fantasiestücke,1992-01-01,train,
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: No. 7, Träumerei",176.4,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/7._Träumerei/24.mp3",https://www.youtube.com/watch?v=yPpIxZF7ipY,177.0,202,"Robert_Schumann/Kinderszenen,_Op._15/7._Träumerei/00847.mp3","Robert_Schumann/Kinderszenen,_Op._15/7._Träumerei/00847.mid","Vladimir Horowitz in Recital at the Royal Festival Hall, London, May 22, 1982",1983,train,
Daniel Barenboim,9.0,"Kinderszenen, Op.15: 7. Träumerei",158.84,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/7._Träumerei/73.mp3",https://www.youtube.com/watch?v=qiVy1elxraQ,158.0,202,"Robert_Schumann/Kinderszenen,_Op._15/7._Träumerei/00870.mp3","Robert_Schumann/Kinderszenen,_Op._15/7._Träumerei/00870.mid",Schumann: Kinderszenen op.15 / Faschingsschwank op.26 / Carnaval op.9,1991-01-01,train,
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: No. 6, Wichtige Begebenheit",50.893,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/6.mp3",https://www.youtube.com/watch?v=APuLCPBsJoQ,51.0,203,"Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/00885.mp3","Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/00885.mid","Vladimir Horowitz in Recital at the Royal Festival Hall, London, May 22, 1982",1983,train,
Vladimir Ashkenazy,6.0,"Kinderszenen, Op. 15: 6. Wichtige Begebenheit",56.973,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/18.mp3",https://www.youtube.com/watch?v=Tg2eNtcqY20,56.0,203,"Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/00890.mp3","Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/00890.mid",Schumann: Piano Works Vol. 3,1988-09-01,train,
Wilhelm Kempff,28.0,"Kinderszenen, Op. 15: No. 6 Wichtige Begebenheit",56.8,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/39.mp3",https://www.youtube.com/watch?v=ANWgRqLGFPU,56.0,203,"Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/00905.mp3","Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/00905.mid",Concerto pour piano - Scènes d'enfants - Carnaval,2005-01-01,train,
Alfred Brendel,19.0,"Kinderszenen, Op. 15: 6. Wichtige Begebenheit",49.306,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/32.mp3",https://www.youtube.com/watch?v=7z_weQOz6CM,49.0,203,"Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/00899.mp3","Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/00899.mid",Schumann: Kreisleriana; Kinderszenen; Fantasiestücke,1992-01-01,train,
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: VI. Wichtige Begebenheit",45.56,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/14.mp3",https://www.youtube.com/watch?v=NZftFXsh46U,46.0,203,"Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/00887.mp3","Robert_Schumann/Kinderszenen,_Op._15/6._Wichtige_Begebenheit/00887.mid",The Original Jacket Collection- Vladimir Horowitz,1928,train,
Claudio Arrau,11.0,"Kinderszenen, Op.15: 12. Kind im Einschlummern",125.333,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/12._Kind_im_Einschlummern/26.mp3",https://www.youtube.com/watch?v=fxNNa7HPBzI,125.0,204,"Robert_Schumann/Kinderszenen,_Op._15/12._Kind_im_Einschlummern/00924.mp3","Robert_Schumann/Kinderszenen,_Op._15/12._Kind_im_Einschlummern/00924.mid",Schumann: Carnaval; Kinderszenen; Waldszenen,1987-01-01,train,
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15: No. 12, Kind im Einschlummern",105.6,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/12._Kind_im_Einschlummern/4.mp3",https://www.youtube.com/watch?v=QJdz3_g3Z2w,106.0,204,"Robert_Schumann/Kinderszenen,_Op._15/12._Kind_im_Einschlummern/00912.mp3","Robert_Schumann/Kinderszenen,_Op._15/12._Kind_im_Einschlummern/00912.mid","Vladimir Horowitz in Recital at the Royal Festival Hall, London, May 22, 1982",1983,train,
Daniel Barenboim,9.0,"Kinderszenen, Op. 15: 12. Kind im Einschlummern",111.826,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/12._Kind_im_Einschlummern/25.mp3",https://www.youtube.com/watch?v=PKSLuWa8Xbw,111.0,204,"Robert_Schumann/Kinderszenen,_Op._15/12._Kind_im_Einschlummern/00923.mp3","Robert_Schumann/Kinderszenen,_Op._15/12._Kind_im_Einschlummern/00923.mid","Schumann: Fantasie In C, Op.17; Kinderszenen, Op.15; Arabeske In C, Op.18",1979-04-17,train,
Daniel Barenboim,9.0,"Kinderszenen, Op.15: 12. Kind im Einschlummern",111.506,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/12._Kind_im_Einschlummern/24.mp3",https://www.youtube.com/watch?v=19oDgtKtEtM,111.0,204,"Robert_Schumann/Kinderszenen,_Op._15/12._Kind_im_Einschlummern/00922.mp3","Robert_Schumann/Kinderszenen,_Op._15/12._Kind_im_Einschlummern/00922.mid",Schumann: Kinderszenen op.15 / Faschingsschwank op.26 / Carnaval op.9,1991-01-01,train,
Wilhelm Kempff,28.0,"Kinderszenen, Op. 15: No. 12 Kind im Einschlummern",121.6,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/12._Kind_im_Einschlummern/34.mp3",https://www.youtube.com/watch?v=neXXZnGHWuc,121.0,204,"Robert_Schumann/Kinderszenen,_Op._15/12._Kind_im_Einschlummern/00931.mp3","Robert_Schumann/Kinderszenen,_Op._15/12._Kind_im_Einschlummern/00931.mid",Concerto pour piano - Scènes d'enfants - Carnaval,2005-01-01,train,
Sviatoslav Richter,0.0,"Fantasie in C, Op.17: 1. Durchaus fantastisch und leidenschaftlich vorzutragen - Im Legenden-Ton",861.0,Robert Schumann,"Robert_Schumann/Fantasie_in_C,_Op._17/1._Durchaus_fantastisch_und_leidenschaftlich_vorzutragen_-_Im_Legenden-Ton/0.mp3",https://www.youtube.com/watch?v=CzqMqzlDUrk,861.0,247,"Robert_Schumann/Fantasie_in_C,_Op._17/1._Durchaus_fantastisch_und_leidenschaftlich_vorzutragen_-_Im_Legenden-Ton/01217.mp3","Robert_Schumann/Fantasie_in_C,_Op._17/1._Durchaus_fantastisch_und_leidenschaftlich_vorzutragen_-_Im_Legenden-Ton/01217.mid",Richter the Master - Brahms & Schumann,1993-01-01,train,
Daniel Barenboim,9.0,"Fantasie in C, Op. 17: 1. Durchaus fantastisch und leidenschaftlich vorzutragen - Im Legenden-Ton",739.133,Robert Schumann,"Robert_Schumann/Fantasie_in_C,_Op._17/1._Durchaus_fantastisch_und_leidenschaftlich_vorzutragen_-_Im_Legenden-Ton/8.mp3",https://www.youtube.com/watch?v=fVncShZVnzI,739.0,247,"Robert_Schumann/Fantasie_in_C,_Op._17/1._Durchaus_fantastisch_und_leidenschaftlich_vorzutragen_-_Im_Legenden-Ton/01223.mp3","Robert_Schumann/Fantasie_in_C,_Op._17/1._Durchaus_fantastisch_und_leidenschaftlich_vorzutragen_-_Im_Legenden-Ton/01223.mid","Schumann: Fantasie In C, Op.17; Kinderszenen, Op.15; Arabeske In C, Op.18",1979-04-17,train,
Alfred Brendel,19.0,"Fantasie in C, Op. 17: 1. Durchaus fantastisch und leidenschaftlich vorzutragen - Im Legenden-Ton",753.0,Robert Schumann,"Robert_Schumann/Fantasie_in_C,_Op._17/1._Durchaus_fantastisch_und_leidenschaftlich_vorzutragen_-_Im_Legenden-Ton/13.mp3",https://www.youtube.com/watch?v=H_Uk0dNNOsQ,753.0,247,"Robert_Schumann/Fantasie_in_C,_Op._17/1._Durchaus_fantastisch_und_leidenschaftlich_vorzutragen_-_Im_Legenden-Ton/01227.mp3","Robert_Schumann/Fantasie_in_C,_Op._17/1._Durchaus_fantastisch_und_leidenschaftlich_vorzutragen_-_Im_Legenden-Ton/01227.mid",Schumann: Piano Concerto; Fantasy Op.17,1998-01-01,train,
Sviatoslav Richter,0.0,"Fantasie in C, Op.17: 3. Langsam getragen. Durchweg leise zu halten - Etwas bewegter",675.6,Robert Schumann,"Robert_Schumann/Fantasie_in_C,_Op._17/3._Langsam_getragen._Durchweg_leise_zu_halten_-_Etwas_bewegter/1.mp3",https://www.youtube.com/watch?v=BBAGiCQPsNM,675.0,248,"Robert_Schumann/Fantasie_in_C,_Op._17/3._Langsam_getragen._Durchweg_leise_zu_halten_-_Etwas_bewegter/01230.mp3","Robert_Schumann/Fantasie_in_C,_Op._17/3._Langsam_getragen._Durchweg_leise_zu_halten_-_Etwas_bewegter/01230.mid",Richter the Master - Brahms & Schumann,1993-01-01,train,
Daniel Barenboim,9.0,"Fantasie in C, Op. 17: 3. Langsam getragen. Durchweg leise zu halten - Etwas bewegter",669.013,Robert Schumann,"Robert_Schumann/Fantasie_in_C,_Op._17/3._Langsam_getragen._Durchweg_leise_zu_halten_-_Etwas_bewegter/7.mp3",https://www.youtube.com/watch?v=KBzwo1B_Pn4,669.0,248,"Robert_Schumann/Fantasie_in_C,_Op._17/3._Langsam_getragen._Durchweg_leise_zu_halten_-_Etwas_bewegter/01235.mp3","Robert_Schumann/Fantasie_in_C,_Op._17/3._Langsam_getragen._Durchweg_leise_zu_halten_-_Etwas_bewegter/01235.mid","Schumann: Fantasie In C, Op.17; Kinderszenen, Op.15; Arabeske In C, Op.18",1979-04-17,train,
Alfred Brendel,19.0,"Fantasie in C, Op. 17: 3. Langsam getragen. Durchweg leise zu halten - Etwas bewegter",647.0,Robert Schumann,"Robert_Schumann/Fantasie_in_C,_Op._17/3._Langsam_getragen._Durchweg_leise_zu_halten_-_Etwas_bewegter/11.mp3",https://www.youtube.com/watch?v=GQjY914oNmA,647.0,248,"Robert_Schumann/Fantasie_in_C,_Op._17/3._Langsam_getragen._Durchweg_leise_zu_halten_-_Etwas_bewegter/01238.mp3","Robert_Schumann/Fantasie_in_C,_Op._17/3._Langsam_getragen._Durchweg_leise_zu_halten_-_Etwas_bewegter/01238.mid",Schumann: Piano Concerto; Fantasy Op.17,1998-01-01,train,
Sviatoslav Richter,0.0,"Fantasie in C, Op.17: 2. Mäßig. Durchaus energisch - Etwas langsamer - Vielbewegter",437.0,Robert Schumann,"Robert_Schumann/Fantasie_in_C,_Op._17/2._Mäßig._Durchaus_energisch_-_Etwas_langsamer_-_Vielbewegter/0.mp3",https://www.youtube.com/watch?v=wnWjQak4Pwo,437.0,249,"Robert_Schumann/Fantasie_in_C,_Op._17/2._Mäßig._Durchaus_energisch_-_Etwas_langsamer_-_Vielbewegter/01241.mp3","Robert_Schumann/Fantasie_in_C,_Op._17/2._Mäßig._Durchaus_energisch_-_Etwas_langsamer_-_Vielbewegter/01241.mid",Richter the Master - Brahms & Schumann,1993-01-01,train,
Daniel Barenboim,9.0,"Fantasie in C, Op. 17: 2. Mäßig. Durchaus energisch - Etwas langsamer - Vielbewegter",459.2,Robert Schumann,"Robert_Schumann/Fantasie_in_C,_Op._17/2._Mäßig._Durchaus_energisch_-_Etwas_langsamer_-_Vielbewegter/6.mp3",https://www.youtube.com/watch?v=k-C1My0RQtU,459.0,249,"Robert_Schumann/Fantasie_in_C,_Op._17/2._Mäßig._Durchaus_energisch_-_Etwas_langsamer_-_Vielbewegter/01246.mp3","Robert_Schumann/Fantasie_in_C,_Op._17/2._Mäßig._Durchaus_energisch_-_Etwas_langsamer_-_Vielbewegter/01246.mid","Schumann: Fantasie In C, Op.17; Kinderszenen, Op.15; Arabeske In C, Op.18",1979-04-17,train,
Alfred Brendel,19.0,"Fantasie in C, Op. 17: 2. Mäßig. Durchaus energisch - Etwas langsamer - Vielbewegter",460.0,Robert Schumann,"Robert_Schumann/Fantasie_in_C,_Op._17/2._Mäßig._Durchaus_energisch_-_Etwas_langsamer_-_Vielbewegter/11.mp3",https://www.youtube.com/watch?v=4Q8IG750br8,460.0,249,"Robert_Schumann/Fantasie_in_C,_Op._17/2._Mäßig._Durchaus_energisch_-_Etwas_langsamer_-_Vielbewegter/01250.mp3","Robert_Schumann/Fantasie_in_C,_Op._17/2._Mäßig._Durchaus_energisch_-_Etwas_langsamer_-_Vielbewegter/01250.mid",Schumann: Piano Concerto; Fantasy Op.17,1998-01-01,train,
